,Unnamed: 0,Airline,Flight Number,Date of Departure,From,To,Duration,Total Stops,Price
760,760.0,Air Asia,I5-330/740,"Thu, Mar 24",Hyderabad,Bangalore,5h 15m,1 Stop,"5,099"
761,761.0,Air Asia,I5-767/747,"Thu, Mar 24",New Delhi,Bangalore,5h 25m,1 Stop,"5,099"
762,762.0,Air Asia,I5-330/1529,"Thu, Mar 24",Hyderabad,Bangalore,8h 15m,Non Stop,"5,099"
763,763.0,Air Asia,I5-620/1518,"Thu, Mar 24",New Delhi,Bangalore,8h 50m,Non Stop,"5,099"
764,764.0,SpiceJet,SG-475/3028,"Thu, Mar 24",Hyderabad,Bangalore,9h 55m,Non Stop,"5,100"
765,765.0,SpiceJet,SG-455/3028,"Fri, Mar 11",New Delhi,Bangalore,11h 00m,Non Stop,"5,100"
766,766.0,Go First,G8-317,"Fri, Mar 11",Hyderabad,Bangalore,2h 10m,Non Stop,"5,102"
767,767.0,Go First,G8-383,"Fri, Mar 11",New Delhi,Bangalore,2h 15m,Non Stop,"5,102"
768,768.0,Go First,G8-7545,"Fri, Mar 11",Hyderabad,Bangalore,2h 30m,Non Stop,"5,102"
769,769.0,Go First,G8-7546,"Fri, Mar 11",New Delhi,Bangalore,2h 30m,Non Stop,"5,102"
770,770.0,SpiceJet,SG-3028,"Fri, Mar 11",Hyderabad,Bangalore,6h 30m,Non Stop,"2,581"
771,771.0,Air Asia,I5-819,"Fri, Mar 11",New Delhi,Bangalore,8h 55m,Non Stop,"2,583"
772,772.0,Air Asia,I5-1784,"Fri, Mar 11",Hyderabad,Bangalore,9h 25m,1 Stop,"2,583"
773,773.0,Air India,9I-9548,"Fri, Mar 11",New Delhi,Bangalore,10h 30m,1 Stop,"2,587"
774,774.0,IndiGo,6E-249,"Fri, Mar 11",Hyderabad,Bangalore,11h 15m,1 Stop,"2,600"
775,775.0,IndiGo,6E-174,-,New Delhi,Bangalore,10h 50m,1 Stop,"2,600"
776,776.0,IndiGo,6E-6298,"Sat, Mar 26",Hyderabad,Bangalore,5h 50m,1 Stop,"2,600"
777,777.0,IndiGo,6E-381,"Sat, Mar 26",New Delhi,Bangalore,9h 25m,1 Stop,"2,600"
778,778.0,IndiGo,6E-162,"Sat, Mar 26",Hyderabad,Bangalore,12h 20m,1 Stop,"2,600"
779,779.0,Go First,G8-286,"Sat, Mar 26",New Delhi,Bangalore,27h 15m,1 Stop,"2,777"
780,780.0,IndiGo,6E-925/489,"Sat, Mar 26",Kolkata,Bangalore,2h 50m,1 Stop,"3,443"
781,781.0,Air India,AI-573,"Sat, Mar 26",Bangalore,Bangalore,6h 55m,1 Stop,"3,669"
782,782.0,IndiGo,6E-2685/441,"Sat, Mar 26",Kolkata,Bangalore,9h 40m,Non Stop,"3,669"
783,783.0,IndiGo,6E-2163/2188,"Sat, Mar 26",Bangalore,Bangalore,10h 35m,Non Stop,"3,669"
784,784.0,IndiGo,6E-5004/2028,"Sat, Mar 26",Kolkata,Bangalore,11h 30m,1 Stop,"3,669"
785,785.0,IndiGo,6E-432/6319,"Sat, Mar 26",Bangalore,Bangalore,13h 10m,1 Stop,"3,669"
786,786.0,IndiGo,6E-432/371,"Thu, Mar 17",Kolkata,Bangalore,14h 35m,1 Stop,"3,669"
787,787.0,IndiGo,6E-432/285,"Thu, Mar 17",Bangalore,Bangalore,2h 50m,1 Stop,"3,669"
788,788.0,IndiGo,6E-2163/2028,"Thu, Mar 17",Kolkata,Bangalore,2h 50m,1 Stop,"3,669"
789,789.0,IndiGo,6E-5004/654,"Thu, Mar 17",Bangalore,Bangalore,2h 45m,1 Stop,"3,669"
790,790.0,Vistara,UK-894,"Thu, Mar 17",Kolkata,Bangalore,2h 30m,1 Stop,"1,776"
791,791.0,Air Asia,I5-974,"Thu, Mar 17",Bangalore,Bangalore,2h 35m,1 Stop,"1,776"
792,792.0,Vistara,UK-898,"Thu, Mar 17",Kolkata,Bangalore,5h 50m,Non Stop,"1,776"
793,793.0,Air Asia,I5-1543,"Thu, Mar 17",Bangalore,Bangalore,8h 45m,Non Stop,"1,776"
794,794.0,Air Asia,I5-1518,"Thu, Mar 17",Kolkata,Bangalore,9h 05m,Non Stop,"1,776"
795,795.0,IndiGo,6E-6066,"Thu, Mar 17",Bangalore,Bangalore,9h 15m,Non Stop,"1,776"
796,796.0,IndiGo,6E-827,"Mon, Feb 28",Kolkata,Bangalore,10h 15m,Non Stop,"1,776"
797,797.0,IndiGo,6E-413,"Mon, Feb 28",Bangalore,Bangalore,11h 15m,Non Stop,"1,776"
798,798.0,Air India,9I-9518,"Mon, Feb 28",Kolkata,Bangalore,11h 50m,Non Stop,"1,776"
799,799.0,IndiGo,6E-7224,"Mon, Feb 28",Bangalore,Bangalore,12h 35m,Non Stop,"1,776"
800,800.0,Air India,9I-9502,"Mon, Feb 28",Kolkata,Bangalore,5h 45m,Non Stop,"4,269"
801,801.0,IndiGo,6E-7203,"Mon, Feb 28",Mumbai,Bangalore,7h 15m,1 Stop,"5,319"
802,802.0,IndiGo,6E-7209/827,"Mon, Feb 28",Kolkata,Bangalore,7h 45m,1 Stop,"7,209"
803,803.0,IndiGo,6E-7209/7224,"Mon, Feb 28",Mumbai,Bangalore,8h 30m,1 Stop,"7,209"
804,804.0,Air India,9I-9922/9518,"Mon, Feb 28",Kolkata,Bangalore,9h 25m,,"7,314"
805,805.0,Air India,9I-9892/508,"Mon, Feb 28",Mumbai,Bangalore,9h 55m,,"7,314"
806,806.0,Air India,9I-9922/508,"Sun, Mar 27",Kolkata,Bangalore,11h 15m,1 Stop,"7,314"
807,807.0,IndiGo,6E-7128/776,"Sun, Mar 27",Mumbai,Bangalore,12h 20m,1 Stop,"8,049"
808,808.0,IndiGo,6E-7206/6319,"Sun, Mar 27",Kolkata,Bangalore,7h 05m,1 Stop,"11,619"
809,809.0,IndiGo,6E-7206/7224,"Sun, Mar 27",Mumbai,Bangalore,10h 35m,,"11,619"
810,810.0,IndiGo,6E-496/827,"Sun, Mar 27",Kolkata,Bangalore,2h 15m,,"3,486"
811,811.0,IndiGo,6E-6172/413,"Sun, Mar 27",Mumbai,Bangalore,2h 15m,,"3,486"
812,812.0,IndiGo,6E-893/6319,"Sun, Mar 27",Kolkata,Bangalore,2h 15m,1 Stop,"3,486"
813,813.0,IndiGo,6E-893/371,"Sun, Mar 27",Mumbai,Bangalore,2h 15m,2 Stops,"3,486"
814,814.0,IndiGo,6E-6172/6066,"Sun, Mar 27",Kolkata,Bangalore,2h 20m,1 Stop,"3,486"
815,815.0,Air Asia,I5-510/1543,"Sun, Mar 27",Mumbai,Bangalore,2h 20m,2 Stops,"3,565"
816,816.0,Air Asia,I5-541/1565,"Sat, Feb 26",Kolkata,Bangalore,2h 20m,,"3,644"
817,817.0,Air Asia,I5-371/1229,"Sat, Feb 26",Mumbai,Bangalore,2h 20m,1 Stop,"3,644"
818,818.0,Air Asia,I5-510/1229,"Sat, Feb 26",Kolkata,Bangalore,2h 25m,2 Stops,"3,644"
819,819.0,Air India,AI-526/9518,"Sat, Feb 26",Mumbai,Bangalore,2h 35m,2 Stops,"3,644"
820,820.0,IndiGo,6E-495,"Sat, Feb 26",Kolkata,Hyderabad,15h 25m,1 Stop,"1,105"
821,821.0,IndiGo,6E-269,"Sat, Feb 26",New Delhi,Hyderabad,9h 25m,2 Stops,"1,105"
822,822.0,IndiGo,6E-7185/7294,"Sat, Feb 26",Kolkata,Hyderabad,9h 30m,2 Stops,"1,105"
823,823.0,IndiGo,6E-605/6067,"Sat, Feb 26",New Delhi,Hyderabad,11h 30m,2 Stops,"1,105"
824,824.0,IndiGo,6E-7208/7206,"Sat, Feb 26",Kolkata,Hyderabad,5h 40m,2 Stops,"1,105"
825,825.0,IndiGo,6E-7261/6592,"Sat, Feb 26",New Delhi,Hyderabad,10h 05m,,"1,105"
826,826.0,IndiGo,6E-6137/6491,"Thu, Mar 10",Kolkata,Hyderabad,15h 05m,,"1,105"
827,827.0,IndiGo,6E-7216/6592,"Thu, Mar 10",New Delhi,Hyderabad,20h 10m,2 Stops,"1,105"
828,828.0,IndiGo,6E-7185/7229,"Thu, Mar 10",Kolkata,Hyderabad,23h 35m,1 Stop,"1,105"
829,829.0,IndiGo,6E-6137/6067,"Thu, Mar 10",New Delhi,Hyderabad,24h 40m,2 Stops,"1,105"
830,830.0,Vistara,UK-893,"Thu, Mar 10",Kolkata,Hyderabad,2h 10m,,"1,714"
831,831.0,IndiGo,6E-638,"Thu, Mar 10",New Delhi,Hyderabad,2h 15m,,"1,714"
832,832.0,IndiGo,6E-6257,"Thu, Mar 10",Kolkata,Hyderabad,5h 05m,2 Stops,"1,714"
833,833.0,IndiGo,6E-484,"Thu, Mar 10",New Delhi,Hyderabad,5h 55m,1 Stop,"1,714"
834,834.0,Vistara,UK-897,"Thu, Mar 10",Kolkata,Hyderabad,6h 10m,,"1,714"
835,835.0,IndiGo,6E-6491,"Thu, Mar 10",New Delhi,Hyderabad,6h 35m,,"1,714"
836,836.0,IndiGo,6E-855,"Sun, Mar 6",Kolkata,Hyderabad,8h 35m,1 Stop,"1,714"
837,837.0,IndiGo,6E-886,"Sun, Mar 6",New Delhi,Hyderabad,8h 55m,1 Stop,"1,714"
838,838.0,Air India,9I-9517,"Sun, Mar 6",Kolkata,Hyderabad,9h 00m,,"1,714"
839,839.0,IndiGo,6E-6067,"Sun, Mar 6",New Delhi,Hyderabad,9h 05m,,"1,714"
840,840.0,Go First,G8-682,"Sun, Mar 6",Kolkata,Hyderabad,1h 30m,,"2,656"
841,841.0,IndiGo,6E-6266,"Sun, Mar 6",Goa,Hyderabad,1h 45m,,"2,656"
842,842.0,IndiGo,6E-2347/2147,"Sun, Mar 6",Kolkata,Hyderabad,1h 10m,2 Stops,"3,113"
843,843.0,IndiGo,6E-2024/2147,"Sun, Mar 6",Goa,Hyderabad,1h 10m,2 Stops,"3,113"
844,844.0,Go First,G8-2510/7555,"Sun, Mar 6",Kolkata,Hyderabad,1h 15m,2 Stops,"3,424"
845,845.0,Go First,G8-2610/7555,"Sun, Mar 6",Goa,Hyderabad,1h 15m,,"3,424"
846,846.0,Go First,G8-212/422,"Sun, Feb 20",Kolkata,Hyderabad,1h 15m,,"3,424"
847,847.0,Go First,G8-2510/422,"Sun, Feb 20",Goa,Hyderabad,1h 25m,2 Stops,"3,424"
848,848.0,Go First,G8-175/423,"Sun, Feb 20",Kolkata,Hyderabad,1h 25m,1 Stop,"3,424"
849,849.0,IndiGo,6E-6469/725,"Sun, Feb 20",Goa,Hyderabad,7h 10m,2 Stops,"3,528"
850,850.0,SpiceJet,SG-1076,"Sun, Feb 20",Kolkata,Hyderabad,5h 20m,,"1,894"
851,851.0,SpiceJet,SG-3730,"Sun, Feb 20",Goa,Hyderabad,3h 50m,,"1,894"
852,852.0,SpiceJet,SG-4053,"Sun, Feb 20",Kolkata,Hyderabad,,2 Stops,"1,894"
853,853.0,Air India,AI-541,"Sun, Feb 20",Goa,Hyderabad,3h 55m,,"1,896"
854,854.0,IndiGo,6E-639,"Sun, Feb 20",Kolkata,Hyderabad,3h 45m,,"1,896"
855,855.0,IndiGo,6E-5218,"Sun, Feb 20",Goa,Hyderabad,3h 50m,1 Stop,"1,896"
856,856.0,IndiGo,6E-7266,"Wed, Mar 2",Kolkata,Hyderabad,,1 Stop,"1,896"
857,857.0,IndiGo,6E-7069,"Wed, Mar 2",Goa,Hyderabad,3h 20m,1 Stop,"1,896"
858,858.0,IndiGo,6E-7258/638,"Wed, Mar 2",Kolkata,Hyderabad,,1 Stop,"3,273"
859,859.0,IndiGo,6E-7258/855,"Wed, Mar 2",Goa,Hyderabad,3h 50m,1 Stop,"3,273"
860,860.0,SpiceJet,SG-4002,"Wed, Mar 2",Kolkata,Hyderabad,7h 20m,1 Stop,"2,268"
861,861.0,IndiGo,6E-744,"Wed, Mar 2",Chennai,Hyderabad,,1 Stop,"2,270"
862,862.0,IndiGo,6E-493,"Wed, Mar 2",Kolkata,Hyderabad,,,"2,270"
863,863.0,IndiGo,6E-468,"Wed, Mar 2",Chennai,Hyderabad,9h 25m,,"2,270"
864,864.0,IndiGo,6E-712,"Wed, Mar 2",Kolkata,Hyderabad,4h 35m,,"2,270"
865,865.0,IndiGo,6E-281,"Wed, Mar 2",Chennai,Hyderabad,11h 35m,1 Stop,"2,270"
866,866.0,Air Asia,I5-1518,"Thu, Mar 10",Kolkata,Hyderabad,10h 15m,1 Stop,"2,270"
867,867.0,Air Asia,I5-974,"Thu, Mar 10",Chennai,Hyderabad,,1 Stop,"2,270"
868,868.0,Go First,G8-572,"Thu, Mar 10",Kolkata,Hyderabad,,1 Stop,"2,270"
869,869.0,Air India,9I-9882,"Thu, Mar 10",Chennai,Hyderabad,,,"3,149"
870,870.0,IndiGo,6E-6794/5209,"Thu, Mar 10",Kolkata,Hyderabad,32h 15m,2 Stops,"2,849"
871,871.0,IndiGo,6E-2405/2331,"Thu, Mar 10",Chennai,Hyderabad,33h 26m,2 Stops,"3,188"
872,872.0,IndiGo,6E-5068/2147,"Thu, Mar 10",Kolkata,Hyderabad,39h 40m,2 Stops,"3,486"
873,873.0,Go First,G8-720/7555,"Thu, Mar 10",Chennai,Hyderabad,28h 34m,,"3,498"
874,874.0,Go First,G8-714/423,"Thu, Mar 10",Kolkata,Hyderabad,,2 Stops,"3,498"
875,875.0,Go First,G8-718/423,"Thu, Mar 10",Chennai,Hyderabad,25h 30m,2 Stops,"3,498"
876,876.0,Go First,G8-720/422,"Mon, Feb 21",Kolkata,Hyderabad,36h 19m,,"3,498"
877,877.0,IndiGo,6E-5318/5312,"Mon, Feb 21",Chennai,Hyderabad,36h 19m,,"3,499"
878,878.0,IndiGo,6E-5318/354,"Mon, Feb 21",Kolkata,Hyderabad,25h 30m,,"3,499"
879,879.0,Air India,AI-638/619,"Mon, Feb 21",Chennai,Hyderabad,28h 03m,1 Stop,"3,582"
880,880.0,IndiGo,6E-6736/2247,"Mon, Feb 21",Kolkata,Hyderabad,32h 06m,2 Stops,"8,861"
881,881.0,IndiGo,6E-518/6266,"Mon, Feb 21",Pune,Hyderabad,33h 26m,,"8,861"
882,882.0,Go First,G8-2306/422,"Mon, Feb 21",Kolkata,Hyderabad,46h 40m,2 Stops,"8,861"
883,883.0,IndiGo,6E-6736/6205,"Mon, Feb 21",Pune,Hyderabad,,,"8,861"
884,884.0,IndiGo,6E-726/2147,"Mon, Feb 21",Kolkata,Hyderabad,,,"8,861"
885,885.0,Go First,G8-2302/422,"Mon, Feb 21",Pune,Hyderabad,22h 40m,Non Stop,"8,861"
886,886.0,SpiceJet,SG-3762/958,"Wed, Mar 16",Kolkata,Hyderabad,25h 50m,Non Stop,"8,862"
887,887.0,SpiceJet,SG-2861/958,"Wed, Mar 16",Pune,Hyderabad,24h 55m,Non Stop,"8,862"
888,888.0,SpiceJet,SG-2034/958,"Wed, Mar 16",Kolkata,Hyderabad,,Non Stop,"8,862"
889,889.0,Vistara,UK-618/871,"Wed, Mar 16",Pune,Hyderabad,,Non Stop,"8,994"
890,890.0,Air Asia,I5-1569/1576,"Wed, Mar 16",Kolkata,Hyderabad,15h 15m,2 Stop(s),"2,105"
891,891.0,Air Asia,I5-336/1576,"Wed, Mar 16",Pune,Hyderabad,25h 50m,1 Stop,"2,105"
892,892.0,IndiGo,6E-5209,"Wed, Mar 16",Kolkata,Hyderabad,,1 Stop,"2,108"
893,893.0,IndiGo,6E-5312,"Wed, Mar 16",Pune,Hyderabad,,2 Stop(s),"2,108"
894,894.0,IndiGo,6E-354,"Wed, Mar 16",Kolkata,Hyderabad,21h 20m,2 Stop(s),"2,108"
895,895.0,IndiGo,6E-5217,"Wed, Mar 16",Pune,Hyderabad,14h 35m,Non Stop,"2,108"
896,896.0,IndiGo,6E-6818,"Mon, Feb 21",Kolkata,Hyderabad,,Non Stop,"2,108"
897,897.0,IndiGo,6E-5208,"Mon, Feb 21",Pune,Hyderabad,,Non Stop,"2,108"
898,898.0,IndiGo,6E-5371,"Mon, Feb 21",Kolkata,Hyderabad,,Non Stop,"2,108"
899,899.0,Air India,AI-619,"Mon, Feb 21",Pune,Hyderabad,,Non Stop,"2,111"
900,900.0,IndiGo,6E-2338/471,"Mon, Feb 21",Kolkata,Hyderabad,32h 06m,Non Stop,"2,049"
901,901.0,IndiGo,6E-2479/7137,"Mon, Feb 21",Hyderabad,Hyderabad,33h 26m,Non Stop,"2,049"
902,902.0,IndiGo,6E-369/752,"Mon, Feb 21",Kolkata,Hyderabad,46h 40m,Non Stop,"2,049"
903,903.0,Air India,AI-839,"Mon, Feb 21",Hyderabad,Hyderabad,,Non Stop,"2,098"
904,904.0,IndiGo,6E-2331,"Mon, Feb 21",Kolkata,Hyderabad,,Non Stop,"2,098"
905,905.0,IndiGo,6E-2005,"Mon, Feb 21",Hyderabad,Hyderabad,22h 40m,1 Stop,"2,098"
906,906.0,IndiGo,6E-2147,"Thu, Mar 10",Kolkata,Hyderabad,25h 50m,1 Stop,"2,098"
907,907.0,Air India,AI-560,"Thu, Mar 10",Hyderabad,Hyderabad,24h 55m,1 Stop,"2,098"
908,908.0,IndiGo,6E-6205,"Thu, Mar 10",Kolkata,Hyderabad,,1 Stop,"2,098"
909,909.0,IndiGo,6E-2348,"Thu, Mar 10",Hyderabad,Hyderabad,,1 Stop,"2,098"
910,910.0,IndiGo,6E-6067/944,"Thu, Mar 10",Kolkata,Kolkata,25h 40m,1 Stop,"3,069"
911,911.0,IndiGo,6E-6491/944,"Thu, Mar 10",Hyderabad,Kolkata,,1 Stop,"3,069"
912,912.0,IndiGo,6E-855/165,"Thu, Mar 10",Kolkata,Kolkata,,1 Stop,"3,069"
913,913.0,IndiGo,6E-638/165,"Thu, Mar 10",Hyderabad,Kolkata,30h 25m,1 Stop,"3,069"
914,914.0,Air Asia,I5-1562,"Thu, Mar 10",Kolkata,Kolkata,33h 35m,1 Stop,"3,185"
915,915.0,Air India,9I-9517/525,"Thu, Mar 10",Hyderabad,Kolkata,24h 45m,1 Stop,"3,226"
916,916.0,Air Asia,I5-592,"Fri, Feb 4",Kolkata,Kolkata,27h 15m,1 Stop,"3,393"
917,917.0,Air Asia,I5-992,"Fri, Feb 4",Hyderabad,Kolkata,36h 50m,1 Stop,"3,393"
918,918.0,Air Asia,I5-2472,"Fri, Feb 4",Kolkata,Kolkata,12h 25m,1 Stop,"3,393"
919,919.0,Air Asia,I5-1321,"Fri, Feb 4",Hyderabad,Kolkata,40h 00m,1 Stop,"3,393"
920,920.0,Air Asia,I5-942/1562,"Fri, Feb 4",Kolkata,Kolkata,4h 20m,1 Stop,"2,833"
921,921.0,Air Asia,I5-942/1321,"Fri, Feb 4",Bagdogra,Kolkata,8h 55m,1 Stop,"2,833"
922,922.0,Air Asia,I5-330/548,"Fri, Feb 4",Kolkata,Kolkata,,1 Stop,"2,833"
923,923.0,Air Asia,I5-423/992,"Fri, Feb 4",Bagdogra,Kolkata,,1 Stop,"2,833"
924,924.0,Air Asia,I5-767/550,"Fri, Feb 4",Kolkata,Kolkata,,1 Stop,"2,833"
925,925.0,IndiGo,6E-5338/503,"Fri, Feb 4",Bagdogra,Kolkata,7h 40m,1 Stop,"2,834"
926,926.0,IndiGo,6E-312/394,"Fri, Feb 25",Kolkata,Kolkata,18h 25m,1 Stop,"2,834"
927,927.0,IndiGo,6E-5209/6358,"Fri, Feb 25",Bagdogra,Kolkata,10h 35m,1 Stop,"2,834"
928,928.0,IndiGo,6E-5338/6326,"Fri, Feb 25",Kolkata,Kolkata,12h 15m,1 Stop,"2,834"
929,929.0,IndiGo,6E-6463/503,"Fri, Feb 25",Bagdogra,Kolkata,,1 Stop,"2,834"
930,930.0,Go First,G8-188/163,"Fri, Feb 25",Kolkata,Kolkata,40h 53m,1 Stop,"2,111"
931,931.0,Go First,G8-268/163,"Fri, Feb 25",Bagdogra,Kolkata,34h 56m,1 Stop,"2,111"
932,932.0,IndiGo,6E-2513,"Fri, Feb 25",Kolkata,Kolkata,25h 19m,1 Stop,"2,480"
933,933.0,IndiGo,6E-282,"Fri, Feb 25",Bagdogra,Kolkata,,1 Stop,"2,480"
934,934.0,IndiGo,6E-972,"Fri, Feb 25",Kolkata,Kolkata,25h 19m,1 Stop,"2,480"
935,935.0,IndiGo,6E-353,"Fri, Feb 25",Bagdogra,Kolkata,24h 39m,1 Stop,"2,480"
936,936.0,IndiGo,6E-755,"Thu, Feb 10",Kolkata,Kolkata,,1 Stop,"2,480"
937,937.0,IndiGo,6E-912,"Thu, Feb 10",Bagdogra,Kolkata,,1 Stop,"2,480"
938,938.0,IndiGo,6E-2057,"Thu, Feb 10",Kolkata,Kolkata,,Non Stop,"2,480"
939,939.0,IndiGo,6E-2016,"Thu, Feb 10",Bagdogra,Kolkata,29h 20m,Non Stop,"2,480"
940,940.0,IndiGo,6E-394,"Thu, Feb 10",Kolkata,Kolkata,30h 55m,Non Stop,"2,109"
941,941.0,IndiGo,6E-6966,"Thu, Feb 10",Port Blair,Kolkata,,Non Stop,"2,109"
942,942.0,IndiGo,6E-6154,"Thu, Feb 10",Kolkata,Kolkata,39h 55m,Non Stop,"2,109"
943,943.0,Air India,AI-730,"Thu, Feb 10",Port Blair,Kolkata,,Non Stop,"2,109"
944,944.0,IndiGo,6E-894,"Thu, Feb 10",Kolkata,Kolkata,,Non Stop,"2,109"
945,945.0,IndiGo,6E-5031/229,"Thu, Feb 10",Port Blair,Kolkata,2h 00m,1 Stop,"2,109"
946,946.0,IndiGo,6E-457/7179,"Wed, Feb 16",Kolkata,Kolkata,2h 25m,1 Stop,"2,109"
947,947.0,IndiGo,6E-251/6716,"Wed, Feb 16",Port Blair,Kolkata,2h 25m,1 Stop,"2,109"
948,948.0,IndiGo,6E-251/7155,"Wed, Feb 16",Kolkata,Kolkata,2h 20m,1 Stop,"2,109"
949,949.0,IndiGo,6E-251/6087,"Wed, Feb 16",Port Blair,Kolkata,2h 05m,1 Stop,"2,109"
950,950.0,IndiGo,6E-744/6358,"Wed, Feb 16",Kolkata,Kolkata,16h 55m,1 Stop,"4,044"
951,951.0,IndiGo,6E-281/6893,"Wed, Feb 16",Port Blair,Kolkata,11h 30m,2 Stop(s),"4,044"
952,952.0,IndiGo,6E-712/283,"Wed, Feb 16",Kolkata,Kolkata,10h 30m,2 Stop(s),"4,134"
953,953.0,IndiGo,6E-712/944,"Wed, Feb 16",Port Blair,Kolkata,13h 40m,2 Stop(s),"4,134"
954,954.0,Go First,G8-372/7520,"Wed, Feb 16",Kolkata,Kolkata,18h 40m,2 Stop(s),"4,320"
955,955.0,Go First,G8-2606/7520,"Wed, Feb 16",Port Blair,Kolkata,2h 45m,Non Stop,"4,320"
956,956.0,Go First,G8-380/511,"Thu, Feb 24",Kolkata,Kolkata,2h 45m,Non Stop,"4,320"
957,957.0,Go First,G8-332/7520,"Thu, Feb 24",Port Blair,Kolkata,2h 45m,Non Stop,"4,320"
958,958.0,Go First,G8-372/511,"Thu, Feb 24",Kolkata,Kolkata,2h 50m,Non Stop,"4,320"
959,959.0,Go First,G8-2606/511,"Thu, Feb 24",Port Blair,Kolkata,2h 50m,Non Stop,"4,320"
960,960.0,Air Asia,I5-361,"Thu, Feb 24",Chennai,Kolkata,3h 05m,Non Stop,"2,359"
961,961.0,Air Asia,I5-557,"Thu, Feb 24",New Delhi,Kolkata,2h 40m,Non Stop,"2,359"
962,962.0,IndiGo,6E-6217/6893,"Thu, Feb 24",Chennai,Kolkata,2h 45m,Non Stop,"2,359"
963,963.0,IndiGo,6E-156/6893,"Thu, Feb 24",New Delhi,Kolkata,2h 35m,Non Stop,"2,359"
964,964.0,Air India,AI-766,"Thu, Feb 24",Chennai,Kolkata,2h 45m,Non Stop,"2,360"
965,965.0,IndiGo,6E-6897,"Thu, Feb 24",New Delhi,Kolkata,5h 15m,1 Stop,"2,779"
966,966.0,IndiGo,6E-298,"Sun, Mar 20",Chennai,Kolkata,5h 40m,1 Stop,"2,779"
967,967.0,IndiGo,6E-183,"Sun, Mar 20",New Delhi,Kolkata,6h 05m,1 Stop,"2,779"
968,968.0,IndiGo,6E-606,"Sun, Mar 20",Chennai,Kolkata,9h 10m,1 Stop,"2,779"
969,969.0,IndiGo,6E-6016,"Sun, Mar 20",New Delhi,Kolkata,13h 15m,1 Stop,"2,779"
970,970.0,Air Asia,I5-732/829,"Sun, Mar 20",Chennai,Kolkata,13h 20m,1 Stop,"3,901"
971,971.0,Air Asia,I5-738/548,"Sun, Mar 20",New Delhi,Kolkata,13h 30m,1 Stop,"3,901"
972,972.0,Air Asia,I5-1427/992,"Sun, Mar 20",Chennai,Kolkata,9h 50m,1 Stop,"3,901"
973,973.0,Air Asia,I5-1732/2472,"Sun, Mar 20",New Delhi,Kolkata,11h 25m,1 Stop,"3,901"
974,974.0,Air Asia,I5-732/548,"Sun, Mar 20",Chennai,Kolkata,10h 55m,1 Stop,"3,901"
975,975.0,Air Asia,I5-320/582,"Sun, Mar 20",New Delhi,Kolkata,7h 05m,1 Stop,"3,901"
976,976.0,Air Asia,I5-1427/2472,"Sat, Mar 5",Chennai,Kolkata,3h 45m,1 Stop,"3,901"
977,977.0,IndiGo,6E-453/6016,"Sat, Mar 5",New Delhi,Kolkata,6h 20m,1 Stop,"4,426"
978,978.0,IndiGo,6E-159/183,"Sat, Mar 5",Chennai,Kolkata,7h 00m,1 Stop,"4,426"
979,979.0,IndiGo,6E-6055/146,"Sat, Mar 5",New Delhi,Kolkata,7h 20m,1 Stop,"4,440"
980,980.0,IndiGo,6E-944,"Sat, Mar 5",Pune,Kolkata,7h 45m,1 Stop,"2,395"
981,981.0,Air Asia,I5-517,"Sat, Mar 5",Kolkata,Kolkata,8h 50m,Non Stop,"2,396"
982,982.0,Go First,G8-123,"Sat, Mar 5",Pune,Kolkata,10h 00m,Non Stop,"2,612"
983,983.0,Go First,G8-625,"Sat, Mar 5",Kolkata,Kolkata,10h 05m,Non Stop,"2,612"
984,984.0,IndiGo,6E-6893,"Sat, Mar 5",Pune,Kolkata,10h 05m,Non Stop,"2,773"
985,985.0,IndiGo,6E-283,"Sat, Mar 5",Kolkata,Kolkata,6h 45m,Non Stop,"2,815"
986,986.0,Air India,AI-525,"Sat, Mar 5",Pune,Kolkata,7h 40m,Non Stop,"3,340"
987,987.0,Air India,9I-9893/766,"Sat, Mar 5",Kolkata,Kolkata,7h 50m,1 Stop,"3,818"
988,988.0,Air India,9I-9893/766,"Sat, Mar 5",Pune,Kolkata,7h 55m,1 Stop,"3,818"
989,989.0,Air Asia,I5-1543/1321,"Sat, Mar 5",Kolkata,Kolkata,8h 15m,2 Stop(s),"4,234"
990,990.0,IndiGo,6E-323,"Sat, Mar 5",Pune,Kolkata,8h 25m,1 Stop,"1,754"
991,991.0,Air Asia,I5-583,"Sat, Mar 5",Kolkata,Kolkata,9h 25m,1 Stop,"1,754"
992,992.0,Go First,G8-537,"Sat, Mar 5",Pune,Kolkata,9h 50m,1 Stop,"1,754"
993,993.0,IndiGo,6E-6786,"Sat, Mar 5",Kolkata,Kolkata,10h 35m,1 Stop,"1,754"
994,994.0,IndiGo,6E-757,"Sat, Mar 5",Pune,Kolkata,10h 45m,1 Stop,"1,954"
995,995.0,Air India,AI-722,"Sat, Mar 5",Kolkata,Kolkata,7h 10m,Non Stop,"2,754"
996,996.0,SpiceJet,SG-4028,-,Pune,Kolkata,9h 10m,Non Stop,"3,622"
997,997.0,SpiceJet,SG-3230,-,Kolkata,Kolkata,12h 15m,Non Stop,"3,772"
998,998.0,Go First,G8-154/103,-,Pune,Kolkata,1h 55m,Non Stop,"5,912"
999,999.0,Air India,AI-880/762,-,Kolkata,Kolkata,2h 05m,Non Stop,"6,056"
